placa,cd_modelo,chassi,ano,cor
"DNY6595   ",77,93454166015,2022,BRANCO
"NOZ4488   ",47,43748707885,2009,CHUMBO
"DZJ1754   ",72,93955602279,2020,BRANCO
"URG5505   ",42,31654053576,2011,PRATA
"ZHY4743   ",95,22713814449,2000,VERMELHO
"DHU3875   ",4,82734002460,2020,CHUMBO
"FWT9134   ",76,21758621497,2011,CHUMBO
"XXV7411   ",51,17621844804,2005,BRANCO
"EEU3686   ",93,35086031802,2000,CHUMBO
"BZD3070   ",30,33066066592,2017,VERDE
"WSU5583   ",74,54807477664,2005,PRETO
"SEA9938   ",10,58712279941,2007,CINZA
"JIS4350   ",88,41464725794,2024,CHUMBO
"INH7966   ",10,99527617111,2017,PRATA
"FEI1511   ",11,46469193480,2015,BRANCO
"UJE2702   ",51,41113888235,2005,VERMELHO
"IBI8399   ",45,53565498138,2000,CHUMBO
"QDX2662   ",98,88526725758,2014,PRATA
"ZWW8543   ",4,48938943110,2014,CHUMBO
"FDS0246   ",25,19144280220,2010,VERDE
"WAA0442   ",38,60035488493,2005,CHUMBO
"UDO7018   ",14,14283152008,2005,BRANCO
"GBO0095   ",94,79126538860,2003,AMARELO
"ENI2863   ",99,32017187219,2009,PRATA
"GIX6010   ",16,94610785493,2003,VERMELHO
"KXJ7500   ",11,82053201090,2005,PRATA
"NNG3325   ",45,96561907071,2023,PRETO
"DNT4839   ",79,99897075193,2008,PRETO
"NMZ6930   ",34,31764646924,2006,AMARELO
"ECG0670   ",20,46568791154,2000,PRATA
"DRC8610   ",12,23065436135,2001,CHUMBO
"KLH2681   ",3,72941888907,2000,PRETO
"DFX7627   ",98,58544228100,2013,VERMELHO
"JAG0939   ",25,67687934537,2005,VERMELHO
"RPU3861   ",22,21352914406,2006,PRETO
"JFT8623   ",96,17430500702,2007,VERDE
"BKT5142   ",20,43808755799,2006,PRATA
"RFO3912   ",41,21729951112,2023,PRATA
"ESG7725   ",44,90624244110,2002,BRANCO
"QFC1914   ",50,64233121324,2008,CHUMBO
"KYS7372   ",66,63394367636,2022,CHUMBO
"WPH3095   ",50,96265935818,2001,BRANCO
"JVK1490   ",11,52835908977,2000,CHUMBO
"ZPE4244   ",56,60907191987,2008,CHUMBO
"FTH1593   ",57,34961388623,2012,CHUMBO
"NOO8472   ",49,86687639215,2011,CHUMBO
"IGL0986   ",79,60596522480,2002,VERDE
"STA5422   ",3,66174822816,2011,CHUMBO
"FCC5014   ",17,85056563938,2017,PRATA
"SQA0272   ",33,62186698762,2015,PRATA
"IRL9410   ",33,90131100313,2001,CHUMBO
"BHF7611   ",44,18932671357,2013,BRANCO
"YSN2121   ",3,67419922883,2006,BRANCO
"NZO6536   ",66,33099156376,2001,AMARELO
"DJH4277   ",70,20923097398,2024,CHUMBO
"PGP9201   ",99,40842919990,2016,BRANCO
"MBH9051   ",46,21401528188,2005,VERDE
"JRQ8399   ",26,59058997920,2004,PRATA
"NOL8758   ",70,67100003693,2023,BRANCO
"DJS1337   ",81,26911926055,2024,VERMELHO
"KBP8020   ",71,89277071235,2007,CHUMBO
"TCD8799   ",79,75496441649,2007,CHUMBO
"RMJ3139   ",17,99658188474,2019,CINZA
"VHE7032   ",44,82284039799,2024,VERMELHO
"SBG0467   ",21,36761869795,2024,BRANCO
"DEB6935   ",94,77306298273,2014,CHUMBO
"OQK9804   ",87,32194966720,2005,CINZA
"RLL0501   ",53,98466257419,2011,CHUMBO
"BGR6017   ",43,92406250645,2010,CHUMBO
"GCV7860   ",47,60797690760,2016,CHUMBO
"PJH9365   ",8,98164884490,2001,CINZA
"LRS6082   ",93,95442414689,2009,BRANCO
"RSA0872   ",26,60090971999,2020,CINZA
"QWH9708   ",85,16972335636,2010,CHUMBO
"RHE5531   ",36,78556496045,2020,CHUMBO
"GUK8042   ",22,66272590218,2011,CHUMBO
"NLC5385   ",84,12883407123,2019,BRANCO
"DGH8907   ",38,89577061360,2008,CHUMBO
"MFK8139   ",75,22600980912,2015,PRETO
"CBV7266   ",97,15552415049,2023,CHUMBO
"BFF6439   ",82,37198209726,2013,CHUMBO
"VRI1715   ",33,83584078129,2021,VERDE
"KDX9144   ",80,57462584203,2019,PRETO
"MUH9987   ",7,40332384833,2009,CHUMBO
"QFV6355   ",66,91504283827,2005,CINZA
"LFY4069   ",81,80139702942,2018,CINZA
"JOO5072   ",68,79439109132,2020,PRETO
"PCR4338   ",88,93189514036,2021,AMARELO
"JIM9283   ",53,83714171515,2024,PRATA
"ENN7054   ",37,51384532783,2015,CHUMBO
"NFO3922   ",79,43622653571,2003,VERDE
"RBI7042   ",43,61653984334,2018,VERMELHO
"CHN8132   ",31,45186108806,2019,AMARELO
"GRE0982   ",77,51023988058,2021,CINZA
"LIQ8986   ",8,98636967036,2011,VERMELHO
"PSU8537   ",41,75807544627,2006,CHUMBO
"YLX9247   ",8,54596699280,2024,AMARELO
"TUA8644   ",62,98742282006,2003,CHUMBO
"WMT5932   ",97,43236648941,2018,AMARELO
"INV7903   ",74,54945565248,2024,CINZA
"FBN7303   ",15,74582163239,2009,CINZA
"EOP7783   ",50,85801750271,2002,PRATA
"AQJ3147   ",54,50452780075,2019,CINZA
"VLC5004   ",74,20613858011,2019,CINZA
"ONR6937   ",48,10390331159,2005,CHUMBO
"CDJ0275   ",98,58431749495,2021,VERMELHO
"DGE6896   ",60,66027011302,2022,CHUMBO
"MLX4192   ",1,86050556302,2016,CHUMBO
"IWZ9153   ",85,18762662970,2002,CHUMBO
"AND9705   ",10,44537518923,2015,VERMELHO
"EUR4657   ",9,80313302094,2002,VERMELHO
"KZW6239   ",10,43668727763,2014,PRATA
"UKW8069   ",10,60304120115,2018,CINZA
"MJK4240   ",11,59250976365,2005,CHUMBO
"UON1256   ",52,88120563697,2008,CHUMBO
"GRB4275   ",53,98360146797,2017,CHUMBO
"DPN2457   ",92,55084974448,2003,CHUMBO
"EJC0576   ",20,55243920105,2018,PRETO
"ADA4504   ",64,18489241635,2010,CHUMBO
"MFP3129   ",93,59038646239,2000,PRATA
"SLF1541   ",22,41453530714,2021,AMARELO
"QWF7200   ",98,52772784905,2022,CHUMBO
"ZGX6666   ",81,18663163197,2022,CINZA
"QUB5264   ",82,47965514320,2023,BRANCO
"ODC1905   ",6,41916766412,2008,PRATA
"AST9425   ",33,31023661014,2009,BRANCO
"DVV2771   ",45,54986674503,2009,CHUMBO
"QMP5592   ",52,60424003336,2006,PRETO
"EFB7638   ",46,13720836680,2002,CHUMBO
"SUU2631   ",30,13749081389,2009,CHUMBO
"DSR6689   ",67,21093704127,2001,BRANCO
"PWK3174   ",33,95985938041,2004,CHUMBO
"LRY5793   ",89,28665330141,2002,AMARELO
"QPJ6968   ",70,19860992011,2024,CINZA
"FYS7842   ",18,64963825194,2008,VERMELHO
"JMI3165   ",56,17638422994,2009,CHUMBO
"IFG3761   ",82,66977503222,2017,CINZA
"ECI9935   ",47,22204025869,2001,VERMELHO
"KAS1183   ",71,51410709467,2011,AMARELO
"GNS5129   ",51,37479409174,2000,PRATA
"JTY0382   ",49,95066141322,2001,CHUMBO
"HXL2543   ",92,15481128972,2021,VERMELHO
"YUR6173   ",13,21086771329,2011,PRETO
"LXR9997   ",3,25102747149,2015,BRANCO
"VBB0778   ",90,35696007262,2023,AMARELO
"PZW5255   ",88,81724212387,2004,CHUMBO
"WGF1320   ",1,38597459492,2015,CHUMBO
"AMZ1069   ",9,19309119738,2015,BRANCO
"OJH5048   ",65,51321093886,2009,BRANCO
"TBB5582   ",42,72626554703,2012,BRANCO
"XEG9809   ",100,61783835734,2000,CHUMBO
"FVN8661   ",79,44886148479,2014,CHUMBO
"FFC3403   ",73,75382772268,2007,CHUMBO
"XYK9137   ",72,69109521824,2019,PRATA
"ZEM9777   ",98,28531128617,2008,CHUMBO
"YCD4926   ",62,57664000419,2018,CHUMBO
"HSO5683   ",51,89164796310,2022,BRANCO
"ZHY6602   ",5,90808150782,2022,CHUMBO
"BXW1098   ",56,48057813536,2013,CHUMBO
"IHV4434   ",10,36887503254,2001,CHUMBO
"UZG3628   ",43,21654330963,2003,CINZA
"EIA4919   ",55,95842361736,2000,AMARELO
"RFB2971   ",63,46565280729,2014,CINZA
"UZN5268   ",8,56707391219,2013,PRATA
"VIK5048   ",4,81988148341,2023,CHUMBO
"HRK5252   ",99,94734364421,2022,CHUMBO
"CCR8406   ",72,12403948209,2024,CHUMBO
"SOT8881   ",95,30453071280,2004,CINZA
"UIW1216   ",11,59308081644,2007,CHUMBO
"KJA6750   ",4,82518414624,2011,CHUMBO
"HOL4302   ",50,84591189723,2016,CHUMBO
"SDA4851   ",56,63179541925,2024,AMARELO
"ROR1276   ",29,80507513939,2021,PRETO
"LBA2555   ",4,26278686077,2005,CHUMBO
"IYY3226   ",75,42291380330,2020,CHUMBO
"IZE0157   ",64,18439424379,2012,AMARELO
"GBG0170   ",27,40809344432,2008,CHUMBO
"NQG4478   ",96,93701726663,2014,CHUMBO
"AUV0201   ",2,49657565765,2006,CHUMBO
"IOX9937   ",99,55822528848,2009,AMARELO
"REZ3387   ",64,26343506396,2009,PRATA
"QSC5305   ",81,58745475045,2006,PRATA
"ZUU8506   ",63,51916206806,2006,CHUMBO
"FNW9027   ",41,54924045675,2001,PRETO
"TUU8659   ",47,18918044516,2001,PRATA
"CTR1263   ",73,67165739483,2002,PRATA
"ZUD1051   ",68,72565047876,2021,BRANCO
"XTD4418   ",83,63296536700,2007,BRANCO
"LGF6426   ",2,78722142070,2016,CHUMBO
"EXZ6022   ",84,25190193703,2019,CHUMBO
"RMI9185   ",20,15797423617,2020,CHUMBO
"IET0351   ",16,26463315018,2010,PRATA
"MPY2918   ",65,18312356526,2006,CHUMBO
"LGM1883   ",43,63183097486,2010,VERMELHO
"JBZ5666   ",35,93612480430,2003,PRATA
"FQY1313   ",16,77337701325,2009,CHUMBO
"SQV1175   ",67,28207366492,2001,PRETO
"HNJ6438   ",46,79029154638,2004,VERMELHO
"GBP9041   ",43,70468503501,2022,CINZA
"VWB6953   ",95,70038688925,2014,CHUMBO
"RLB2260   ",54,45990890849,2004,CINZA
"KNM2169   ",55,94422439179,2020,BRANCO
"JZC8371   ",18,31866333619,2021,CHUMBO
"ETW4949   ",46,78121785934,2013,CHUMBO
"YAJ4885   ",67,13540022553,2023,BRANCO
"YOV9539   ",44,75855356429,2021,CHUMBO
"OQM0565   ",72,11117868053,2007,AMARELO
"UVW2999   ",28,50822758590,2004,CHUMBO
"HMS8250   ",73,37983993262,2016,PRATA
"IPJ5703   ",80,26378974001,2012,CINZA
"MIP2138   ",63,11979426092,2010,PRATA
"AXO5917   ",22,63620123978,2002,BRANCO
"HSC7958   ",94,40572144989,2016,CHUMBO
"ZTG4084   ",88,99434745872,2002,BRANCO
"QIR2500   ",3,19676458121,2016,CINZA
"ZIF4886   ",61,75032905208,2024,BRANCO
"OCX7680   ",26,28154865434,2020,PRETO
"BCA5788   ",7,14495244171,2023,VERMELHO
"OIB9250   ",45,37783823854,2014,CINZA
"WKP2148   ",73,88420905442,2020,PRATA
"CGA4593   ",2,55346155438,2009,BRANCO
"RUI1386   ",77,26009862635,2021,PRETO
"QTM6492   ",54,52892306489,2007,VERMELHO
"OUE6678   ",27,61917033525,2011,BRANCO
"DFU8021   ",47,32162051362,2007,CHUMBO
"ORN3981   ",45,98974747391,2015,CHUMBO
"NDJ8036   ",23,64230688225,2004,CHUMBO
"TGN0589   ",52,10930634939,2000,BRANCO
"MOA3247   ",2,95115081161,2007,VERDE
"LZO9906   ",49,93073275099,2016,VERMELHO
"UIE3091   ",97,17786831844,2005,CHUMBO
"NZD8651   ",94,10955781026,2016,BRANCO
"IQE7518   ",10,18551003523,2016,CINZA
"YHI7758   ",50,24861191883,2019,PRATA
"YLZ6449   ",74,15071258254,2003,CHUMBO
"XWE8606   ",49,71730254512,2010,CHUMBO
"SZK2584   ",96,85268454056,2004,CINZA
"HGN9030   ",47,73160725737,2012,CHUMBO
"WAQ3500   ",83,20101440949,2006,CINZA
"RIS6952   ",48,80572633240,2015,VERDE
"EUM2644   ",86,74671893569,2006,CINZA
"MPU4208   ",79,88978191838,2000,BRANCO
"SXE9017   ",72,91110598942,2002,CINZA
"XBW9930   ",87,10617210048,2013,PRATA
"YPU2315   ",57,51717182114,2011,PRETO
"JNL8094   ",35,49881311708,2017,BRANCO
"KDK4780   ",59,26610216341,2011,CINZA
"GSX4541   ",3,51330831688,2000,PRETO
"TBO3363   ",24,61731048183,2001,BRANCO
"NWA5067   ",65,12699071172,2016,PRATA
"ATE9155   ",61,95092469971,2018,CHUMBO
"JRL1922   ",90,33932469538,2017,VERMELHO
"FDF9677   ",6,42334254143,2001,CHUMBO
"ZHW2739   ",24,77953253433,2010,CINZA
"AWD2147   ",47,76211424966,2024,BRANCO
"RKO0201   ",13,68730746920,2004,BRANCO
"IKN4374   ",63,63156314162,2021,CINZA
"MBX0530   ",13,14631914292,2005,CHUMBO
"ZHW3416   ",53,23273656571,2020,VERMELHO
"PWM6324   ",64,60660045195,2024,PRETO
"NMH3004   ",31,35318500372,2016,BRANCO
"RFJ7764   ",67,46692799319,2015,PRATA
"NCH7600   ",78,81116161706,2024,PRETO
"NZC1219   ",71,47393715078,2007,CINZA
"OVF2644   ",92,50518076862,2023,CHUMBO
"AVO7464   ",25,24430283929,2006,PRATA
"AQB9242   ",37,99159779543,2017,CINZA
"DGL4589   ",22,19914028505,2001,BRANCO
"NNW4303   ",57,67536304731,2010,PRATA
"EJH2844   ",38,22062102517,2020,CHUMBO
"TFB7661   ",11,26179304573,2013,AMARELO
"TKK6680   ",40,22763345128,2008,BRANCO
"VIB2414   ",73,70867006137,2003,PRATA
"OUL4892   ",72,54477018650,2013,BRANCO
"GXC7223   ",4,84875109853,2012,BRANCO
"SHU9266   ",74,19443430771,2023,CHUMBO
"MOQ6948   ",52,97865113468,2023,BRANCO
"AKE9363   ",99,96778709613,2017,CHUMBO
"DYI0794   ",88,40594268939,2010,PRETO
"GFH9565   ",17,19200897965,2000,PRATA
"QWZ0132   ",85,55257989801,2017,VERDE
"CNX6591   ",71,53426974402,2002,CHUMBO
"IGL9037   ",10,46784302337,2007,CHUMBO
"EGY8956   ",11,75890858148,2020,CHUMBO
"QRI0377   ",87,46187048595,2007,PRETO
"GXC9388   ",33,86905860310,2002,CINZA
"ACR1027   ",81,16285065281,2016,PRATA
"RVU8135   ",31,20527714926,2012,VERMELHO
"CUJ8674   ",27,97870952595,2007,BRANCO
"CGN8613   ",45,42164173965,2016,PRATA
"NSW0063   ",98,87133486361,2019,PRATA
"USV9954   ",52,90626277057,2018,BRANCO
"QSL4895   ",64,12913676104,2023,BRANCO
"JBC8387   ",98,44185584257,2004,PRATA
"HTT4066   ",77,17342573739,2005,CHUMBO
"KWL9247   ",92,24013821431,2019,CHUMBO
"OAN3335   ",61,50934784489,2000,CHUMBO
"FUZ6420   ",14,94332663126,2019,VERMELHO
"QDD1480   ",88,24620115768,2012,CHUMBO
"QCG1645   ",10,26478347459,2024,BRANCO
"MON2458   ",85,33303909429,2024,PRETO
"WWK5245   ",27,18993705863,2014,CHUMBO
"LGV5023   ",90,12576679247,2018,PRETO
"HGA8589   ",11,86579239746,2005,CHUMBO
"MHD6170   ",5,66072748793,2019,PRATA
"VCZ3474   ",76,91976859731,2014,CHUMBO
"WQM7337   ",96,56349534486,2006,CHUMBO
"MPJ0695   ",12,10249664296,2006,PRATA
"NKS3181   ",10,19555970229,2017,AMARELO
"PTJ0669   ",30,15108175258,2014,CHUMBO
"KQG1173   ",64,13217354979,2022,PRATA
"EKR7704   ",75,35088202421,2011,PRATA
"DOE3126   ",27,76411503472,2020,PRETO
"CTD3822   ",72,10247150982,2006,CHUMBO
"LRE1998   ",95,72002953411,2008,PRATA
"GHW5817   ",84,73940172010,2003,BRANCO
"RLV3366   ",3,93101316464,2000,VERMELHO
"QFU6608   ",18,46250132937,2024,CHUMBO
"VWS6202   ",49,27678946324,2014,CHUMBO
"NYG1085   ",15,77782472445,2017,CHUMBO
"KKV8897   ",52,91452076555,2014,CINZA
"HYI4983   ",81,16287040602,2020,BRANCO
"BGJ4294   ",60,30558747511,2012,BRANCO
"MMC6597   ",28,79666673200,2012,VERMELHO
"PXL8489   ",50,74475963266,2014,CINZA
"XCV8553   ",39,45888363449,2007,CHUMBO
"PDB2991   ",41,55365431092,2021,CHUMBO
"WGQ7193   ",44,22279696561,2014,PRETO
"QWN1472   ",21,36765981748,2019,BRANCO
"AOK7084   ",34,76127981609,2020,VERDE
"AQR9813   ",70,30094099001,2024,CHUMBO
"DFC6166   ",51,78880560883,2002,CHUMBO
"HYV8049   ",23,97779636326,2020,CHUMBO
"UHV7384   ",50,24584257106,2016,CHUMBO
"DYI8242   ",2,21033694979,2012,AMARELO
"BMP7315   ",74,75129194879,2018,PRATA
"XDU2431   ",11,49162504902,2004,CHUMBO
"DBH9968   ",31,83483793475,2010,CINZA
"BHT8612   ",87,45005112792,2021,PRATA
"YGM1711   ",58,10994129701,2021,BRANCO
"OZK4760   ",100,74849979009,2010,VERMELHO
"TLM1682   ",72,98761510595,2022,BRANCO
"HPE0949   ",80,85999984926,2024,VERDE
"ACF7739   ",32,62914384308,2022,VERDE
"QEU4446   ",58,66456156081,2019,BRANCO
"EYA6400   ",58,24464859993,2008,CHUMBO
"GQX1235   ",40,28925333138,2012,AMARELO
"XKF4990   ",31,52936447478,2004,VERMELHO
"SPV0028   ",37,69605729039,2003,VERMELHO
"MCE0458   ",98,93635892679,2011,PRATA
"SSQ4317   ",87,73397703101,2002,AMARELO
"DJX8865   ",29,35237023284,2006,CHUMBO
"SSU3386   ",53,94986260358,2013,CHUMBO
"SHK3769   ",40,55831334918,2000,PRATA
"HRT3301   ",77,70794794991,2015,CHUMBO
"ILR0403   ",84,90539619784,2005,CHUMBO
"QXX7266   ",73,16125648309,2024,PRATA
"QTI7730   ",55,61835574248,2012,VERDE
"LPS2763   ",7,16589076707,2006,CHUMBO
"GRY4916   ",19,99324463996,2000,CHUMBO
"RMC7661   ",93,46353544000,2015,BRANCO
"HND1831   ",22,49745684967,2000,BRANCO
"GGT9924   ",16,98859970467,2014,CHUMBO
"TUT1003   ",21,26797108940,2003,CHUMBO
"XSG7672   ",25,58281305896,2006,CINZA
"NJY3608   ",45,65241000868,2000,CINZA
"ERQ4022   ",83,67681865369,2013,VERMELHO
"YBY7737   ",15,75850060155,2023,VERDE
"USW2961   ",92,35050402258,2018,BRANCO
"YBO1139   ",68,64669648422,2005,PRATA
"WLO3844   ",40,95378893775,2000,VERDE
"OOO6530   ",92,53530977018,2022,CINZA
"ORZ5238   ",10,16982615370,2002,PRATA
"AEJ1437   ",17,98820196575,2024,PRATA
"CDX1322   ",8,19238083944,2024,VERMELHO
"TJI0023   ",7,68726786890,2020,CHUMBO
"BQG5024   ",75,72446583376,2007,VERMELHO
"RMA2508   ",86,54553031450,2018,PRATA
"AKA4155   ",81,83945480365,2005,CINZA
"ZOA7897   ",21,81820758336,2010,CHUMBO
"PVL8955   ",39,66335133885,2019,BRANCO
"YLD2343   ",88,90338559757,2009,BRANCO
"ZAP2826   ",78,99780712414,2003,BRANCO
"DET6664   ",51,13117234107,2013,CHUMBO
"UNK3031   ",11,57255589033,2004,AMARELO
"RIH8627   ",64,85743042874,2018,VERMELHO
"OQI8658   ",78,30241944377,2019,VERMELHO
"QVR3360   ",67,98398909244,2019,PRETO
"PCA5069   ",69,21256498293,2024,CHUMBO
"CLT9029   ",88,61792578604,2008,CHUMBO
"IMI4228   ",2,36164270300,2004,CHUMBO
"SJI9016   ",51,72923298558,2008,PRATA
"HOI4998   ",64,82539271105,2011,BRANCO
"HOD5817   ",11,28629872636,2023,BRANCO
"LKP9047   ",95,22660222403,2000,CINZA
"CDK8961   ",9,67124598712,2018,CHUMBO
"NJI3259   ",58,55529853233,2018,PRETO
"DXY3580   ",42,19891083337,2023,BRANCO
"YVS9164   ",29,92070556587,2022,CINZA
"PXS9703   ",61,26380882267,2024,CHUMBO
"MDV3520   ",12,23672944507,2006,CHUMBO
"RFS6258   ",70,42297538179,2005,CHUMBO
"QEZ3530   ",98,35964752919,2011,CINZA
"WAY3349   ",62,33239763770,2004,BRANCO
"WCQ5711   ",68,16981208216,2017,VERMELHO
"QQS7036   ",71,50742762081,2020,CHUMBO
"CJM8458   ",79,30214690451,2005,VERDE
"OQR4627   ",63,27668144774,2017,PRETO
"RDE9885   ",34,73043221007,2018,PRETO
"EFN4191   ",90,29142899522,2016,AMARELO
"SJQ5926   ",8,84000279824,2016,CHUMBO
"SOJ3479   ",73,73733920608,2018,BRANCO
"IXR9078   ",88,83317373884,2017,CHUMBO
"PSK3042   ",24,54253352712,2008,CHUMBO
"PPZ6949   ",48,75798860011,2022,PRATA
"NAS7414   ",84,28826700431,2022,CHUMBO
"YHT9370   ",29,48404537592,2009,PRATA
"YWR4594   ",28,68590283402,2008,PRATA
"IVD5074   ",41,11872436627,2010,CINZA
"HVH5786   ",28,30656294384,2019,PRATA
"MPO8123   ",58,61710413907,2011,CHUMBO
"DMW6594   ",74,34373358956,2006,PRETO
"LQI2969   ",17,94887448655,2017,BRANCO
"JBR8851   ",35,28302923753,2002,CHUMBO
"XNV7070   ",45,80029449564,2003,BRANCO
"XAD5124   ",48,37933531312,2019,CHUMBO
"NPF2634   ",10,52978794405,2000,VERMELHO
"VXB6945   ",26,37447138049,2010,AMARELO
"GFY5358   ",64,95354114396,2016,BRANCO
"BWV7973   ",56,93104673206,2014,CHUMBO
"CPE1101   ",4,54468432982,2006,CHUMBO
"MTZ0412   ",31,51746639643,2016,BRANCO
"FNX7630   ",58,53423048947,2014,PRATA
"RTE7214   ",10,56389137681,2008,VERMELHO
"ILD8318   ",73,72726028073,2002,CHUMBO
"XDS8504   ",81,65067512482,2012,VERMELHO
"PZL9075   ",91,47630915107,2002,CHUMBO
"TNS4971   ",3,67571965623,2013,CHUMBO
"KFF0140   ",77,24016285459,2016,PRETO
"HIL8593   ",79,99100538387,2012,BRANCO
"VWY3862   ",74,86941647140,2011,PRETO
"IDY5079   ",2,30045462545,2007,PRATA
"GHO2209   ",47,69850408911,2013,PRATA
"DZG4177   ",91,99264708987,2008,AMARELO
"SWR0661   ",85,57883049143,2019,PRATA
"TGM0882   ",48,36323760110,2003,PRETO
"OCI1700   ",92,21737822097,2005,BRANCO
"PLQ0142   ",55,25514196808,2014,CHUMBO
"MQB3668   ",99,96864038312,2000,CINZA
"ZHE5253   ",92,31201680740,2019,PRATA
"SYD7338   ",66,92238756326,2008,CHUMBO
"EXO5054   ",64,37641501020,2006,PRATA
"DPQ8672   ",100,79184435349,2010,CINZA
"SCS8313   ",13,53446995542,2013,CHUMBO
"CTS9496   ",3,22495451993,2011,PRATA
"FVN1198   ",71,58389376458,2018,CINZA
"EHM3027   ",17,28636139072,2002,CHUMBO
"GZW7440   ",83,66051237727,2017,CHUMBO
"TXC3396   ",47,87109499198,2017,CHUMBO
"YVX8832   ",80,99539272021,2012,VERMELHO
"EUW2235   ",12,39691677795,2010,CHUMBO
"XHK4655   ",99,53123627577,2013,CHUMBO
"VTQ3193   ",79,62781884269,2023,BRANCO
"BII6042   ",33,62902099414,2021,BRANCO
"BBC7625   ",94,99600003899,2018,CHUMBO
"DRJ5561   ",37,68784098993,2006,CINZA
"DXH5156   ",35,56311375117,2007,CINZA
"AYP4922   ",16,30174302668,2008,PRATA
"GMA8049   ",22,57647954942,2021,VERDE
"DPH1043   ",32,18362534246,2023,BRANCO
"ZEF3855   ",10,10626346406,2012,VERMELHO
"FTS0459   ",47,59581315895,2015,CHUMBO
"IXF4009   ",60,31498111783,2000,BRANCO
"MTW3140   ",24,72476944726,2014,CINZA
"RLQ3663   ",51,29120592176,2006,PRATA
"MXE5148   ",48,39074631865,2001,VERMELHO
"BEC6993   ",71,28378921801,2019,PRATA
"BZK4975   ",25,61136853794,2019,VERDE
"YTR4579   ",94,65182243431,2024,CHUMBO
"GKK3220   ",12,92892921139,2012,CHUMBO
"SLV1823   ",57,78168296529,2006,AMARELO
"JCA8579   ",65,90898171167,2015,AMARELO
"VPP5632   ",18,80708673167,2012,VERMELHO
"EHX7122   ",57,74858422938,2000,BRANCO
"CNN9670   ",96,72126085877,2001,AMARELO
"MXT4198   ",27,48858618407,2022,BRANCO
"VLD1312   ",7,97464267420,2003,VERMELHO
"BLL7807   ",99,61955101448,2019,CHUMBO
"WXO6235   ",66,44619600305,2016,CHUMBO
"MQW2660   ",5,17254165571,2012,BRANCO
"ENC9377   ",2,77204409783,2000,VERMELHO
"STZ1713   ",32,64198012883,2011,PRETO
"PNY2357   ",95,44557370162,2000,CHUMBO
"DCD7626   ",64,63355939375,2015,CHUMBO
"CBK0935   ",28,77906755243,2016,VERMELHO
"UJT6219   ",12,36712352779,2017,CHUMBO
"CTK9591   ",84,13759150863,2012,CINZA
"DBC0035   ",75,19793080404,2003,PRETO
"KZU8826   ",35,53284286914,2024,PRATA
"MYZ0111   ",78,12699249581,2002,CHUMBO
"PAR0241   ",48,84662923645,2011,PRATA
"RJY2818   ",2,92521104514,2016,BRANCO
"DDI1630   ",55,38999362875,2002,CHUMBO
"XPC7848   ",65,81333842796,2009,CHUMBO
"ZOF0754   ",35,64654214321,2020,CINZA
"LOM3105   ",90,23427814234,2005,PRATA
"ELJ6614   ",68,68408621907,2003,CINZA
"WQW3089   ",80,44151133922,2007,CHUMBO
"IEF8296   ",75,58460557636,2019,VERDE
"FRF6123   ",50,54516183806,2005,PRATA
"PDT1982   ",28,44318655398,2016,CHUMBO
"QEH3162   ",42,13903889864,2024,PRETO
"SCB2622   ",71,27140024426,2015,PRATA
"WEI8794   ",48,84738986443,2012,PRATA
"UXM0688   ",76,89503103803,2003,AMARELO
"VIS2373   ",35,22119070752,2018,BRANCO
"GUL2611   ",17,25591017246,2019,AMARELO
"FBO6803   ",51,81686339888,2021,PRETO
"OWL4404   ",28,89159587208,2024,PRATA
"ZOG2022   ",73,38040775838,2016,PRETO
"QEK4673   ",14,92853818344,2004,BRANCO
"YCB3856   ",24,86995984002,2024,CHUMBO
"JRC6596   ",5,28432298893,2001,VERMELHO
"HCU6815   ",83,69819985954,2002,VERMELHO
"RUE1942   ",60,46369896465,2011,CHUMBO
"UGM5190   ",81,37091450218,2004,AMARELO
"IAI2123   ",66,75663174597,2003,CHUMBO
"HON9463   ",56,64819761397,2016,VERDE
"SAC6665   ",22,85182346008,2021,CHUMBO
"NUB8362   ",97,46172933470,2008,AMARELO
"ZYN3451   ",11,97021879485,2008,CINZA
"ZRE8586   ",27,18020922564,2011,CHUMBO
"HYT6673   ",41,17888505506,2017,BRANCO
"FDE9628   ",27,37445145210,2009,CHUMBO
"JIW7142   ",6,54106861307,2017,CHUMBO
"TNY4877   ",42,29035551228,2008,PRATA
"YXV9741   ",38,10759075858,2012,CHUMBO
"XND5798   ",29,96821639836,2021,PRATA
"NIQ1791   ",22,37327641234,2006,CHUMBO
"JQB0965   ",42,32038538232,2001,VERMELHO
"LVY0417   ",36,74875111727,2008,CHUMBO
"IKY0131   ",89,87467994002,2006,PRETO
"SYH7061   ",86,72682306682,2023,CINZA
"NAM5505   ",67,43954653263,2003,AMARELO
"UTN0393   ",67,92030098774,2021,BRANCO
"QKQ0486   ",83,64260454543,2019,PRETO
"UCV1746   ",43,23420668912,2018,CHUMBO
"WKW1985   ",2,76228265467,2009,CHUMBO
"IHU2181   ",87,73271746394,2024,AMARELO
"AOG8295   ",27,84283951599,2009,CHUMBO
"WGG8999   ",18,40402465467,2003,PRETO
"ZSX6317   ",44,32731331927,2010,CHUMBO
"OTG7329   ",48,18694513444,2003,VERDE
"UIX6369   ",13,84268900550,2008,BRANCO
"ZTU4201   ",10,84747309798,2015,CHUMBO
